"Currency:","USD","USD","USD","USD","BRL","CAD","CNY","DKK","HKD","INR","JPY","MYR","MXN","NOK","ZAR","SGD","KRW","LKR","SEK","CHF","TWD","THB","VEB"
"Unique Identifier: ","H10/H10/RXI$US_N.M.AL","H10/H10/RXI$US_N.M.EU","H10/H10/RXI$US_N.M.NZ","H10/H10/RXI$US_N.M.UK","H10/H10/RXI_N.M.BZ","H10/H10/RXI_N.M.CA","H10/H10/RXI_N.M.CH","H10/H10/RXI_N.M.DN","H10/H10/RXI_N.M.HK","H10/H10/RXI_N.M.IN","H10/H10/RXI_N.M.JA","H10/H10/RXI_N.M.MA","H10/H10/RXI_N.M.MX","H10/H10/RXI_N.M.NO","H10/H10/RXI_N.M.SF","H10/H10/RXI_N.M.SI","H10/H10/RXI_N.M.KO","H10/H10/RXI_N.M.SL","H10/H10/RXI_N.M.SD","H10/H10/RXI_N.M.SZ","H10/H10/RXI_N.M.TA","H10/H10/RXI_N.M.TH","H10/H10/RXI_N.M.VE"
"Time Period","RXI$US_N.M.AL","RXI$US_N.M.EU","RXI$US_N.M.NZ","RXI$US_N.M.UK","RXI_N.M.BZ","RXI_N.M.CA","RXI_N.M.CH","RXI_N.M.DN","RXI_N.M.HK","RXI_N.M.IN","RXI_N.M.JA","RXI_N.M.MA","RXI_N.M.MX","RXI_N.M.NO","RXI_N.M.SF","RXI_N.M.SI","RXI_N.M.KO","RXI_N.M.SL","RXI_N.M.SD","RXI_N.M.SZ","RXI_N.M.TA","RXI_N.M.TH","RXI_N.M.VE"
1990-08,0.8087,,0.6129,1.9013,,1.1448,4.7339,6.0033,7.7707,17.3465,147.4609,2.6956,,6.0810,2.5734,1.7905,718.2591,40.0066,5.7754,1.3076,27.2913,25.5791,
1990-09,0.8251,,0.6208,1.8794,,1.1583,4.7342,5.9961,7.7647,17.8595,138.4405,2.6959,,6.0735,2.5712,1.7671,717.8737,39.9525,5.7663,1.3069,27.3018,25.3763,
1990-10,0.8006,,0.6113,1.9456,,1.1600,4.7339,5.8117,7.7722,18.0736,129.5909,2.6995,,5.9150,2.5445,1.7257,717.7611,40.2853,5.6411,1.2818,27.2880,25.1298,
1990-11,0.7729,,0.6112,1.9642,,1.1635,4.9714,5.6946,7.7951,18.0975,129.2155,2.6949,,5.7996,2.5247,1.7100,717.0300,40.3550,5.5633,1.2569,27.2449,25.0780,
1990-12,0.7702,,0.5957,1.9219,,1.1603,5.2352,5.7735,7.8034,18.1272,133.8890,2.7030,,5.8717,2.5395,1.7275,718.5750,40.2435,5.6338,1.2814,27.1619,25.2075,
1991-01,0.7793,,0.5948,1.9346,,1.1560,5.2352,5.8115,7.7950,18.3390,133.6986,2.7140,,5.8993,2.5643,1.7455,720.8250,40.3004,5.6345,1.2714,27.1968,25.2435,
1991-02,0.7835,,0.6012,1.9641,,1.1549,5.2352,5.6953,7.7943,18.8600,130.5358,2.6969,,5.7919,2.5412,1.7180,723.9706,40.5983,5.5516,1.2685,27.1088,25.1412,
1991-03,0.7711,,0.5939,1.8214,,1.1572,5.2352,6.1886,7.7911,19.2429,137.3867,2.7418,,6.2899,2.6636,1.7589,727.7316,40.7499,5.9081,1.3918,27.3113,25.4468,
1991-04,0.7795,,0.5891,1.7497,,1.1535,5.2767,6.5163,7.7939,19.9064,137.1127,2.7498,,6.6198,2.7325,1.7688,728.3571,40.8363,6.1145,1.4399,27.3330,25.5784,
1991-05,0.7743,,0.5865,1.7238,,1.1499,5.3257,6.5793,7.7798,20.5186,138.2218,2.7573,,6.6953,2.7975,1.7688,727.9905,40.9875,6.1578,1.4574,27.2816,25.6453,
1991-06,0.7598,,0.5765,1.6497,,1.1439,5.3667,6.8634,7.7341,21.0620,139.7475,2.7810,,6.9542,2.8625,1.7782,727.9722,41.2114,6.4235,1.5297,27.1660,25.7655,
1991-07,0.7716,,0.5668,1.6513,,1.1493,5.3693,6.9030,7.7610,25.6127,137.8300,2.7868,,6.9627,2.8819,1.7555,731.7636,41.2125,6.4609,1.5481,26.9817,25.7452,
1991-08,0.7823,,0.5735,1.6841,,1.1452,5.3725,6.7396,7.7646,25.8457,136.8164,2.7806,,6.8118,2.8704,1.7269,733.9045,41.7230,6.3311,1.5201,26.7296,25.7195,
1991-09,0.7937,,0.5799,1.7265,,1.1370,5.3869,6.5367,7.7524,25.8335,134.2995,2.7577,,6.6266,2.8316,1.7002,744.1789,41.9350,6.1652,1.4803,26.5587,25.6172,
1991-10,0.7925,,0.5631,1.7231,,1.1279,5.3917,6.5246,7.7542,25.7973,130.7723,2.7469,,6.6136,2.8314,1.6940,753.5400,42.1789,6.1552,1.4781,26.4058,25.5553,
1991-11,0.7866,,0.5635,1.7796,,1.1302,5.3994,6.2947,7.7591,25.8021,129.6321,2.7412,,6.3643,2.7916,1.6709,757.4368,42.3739,5.9246,1.4348,25.9753,25.4967,
1991-12,0.7712,,0.5526,1.8272,,1.1467,5.4232,6.0831,7.7738,25.8180,128.0395,2.7417,,6.1558,2.7665,1.6453,761.6810,42.5225,5.7158,1.3855,25.7586,25.4309,
1992-01,0.7476,,0.5419,1.8090,,1.1571,5.4618,6.1257,7.7612,25.8629,125.4614,2.6891,,6.2044,2.7831,1.6337,767.0905,42.6653,5.7461,1.4039,25.1500,25.3281,
1992-02,0.7518,,0.5418,1.7778,,1.1825,5.4776,6.2763,7.7582,25.9921,127.6989,2.6012,,6.3472,2.8156,1.6361,769.9333,42.8788,5.8764,1.4561,25.0486,25.4625,
1992-03,0.7586,,0.5479,1.7238,,1.1928,5.4871,6.4462,7.7463,28.3777,132.8627,2.5779,,6.5188,2.8830,1.6601,775.6750,42.7442,6.0263,1.5094,25.4065,25.6368,
1992-04,0.7624,,0.5414,1.7566,,1.1874,5.5098,6.3906,7.7404,28.8962,133.5395,2.5521,,6.4606,2.8783,1.6567,783.0045,43.2308,5.9667,1.5194,25.3079,25.6435,
1992-05,0.7559,,0.5351,1.8095,,1.1991,5.5182,6.2678,7.7421,28.5415,130.7710,2.5223,,6.3311,2.8483,1.6408,787.3526,43.4450,5.8462,1.4907,25.0158,25.5497,
1992-06,0.7556,,0.5420,1.8551,,1.1960,5.4893,6.0573,7.7343,28.5186,126.8355,2.5187,,6.1493,2.8077,1.6240,793.6000,43.9413,5.6792,1.4250,24.7695,25.3995,
1992-07,0.7451,,0.5461,1.9177,,1.1924,5.4564,5.7409,7.7341,28.5639,125.8817,2.4999,,5.8581,2.7577,1.6142,789.9273,44.0140,5.4084,1.3347,24.7828,25.2932,
1992-08,0.7248,,0.5406,1.9434,,1.1907,5.4417,5.5851,7.7318,28.4635,126.2310,2.4977,,5.7120,2.7629,1.6077,792.5619,44.0500,5.2745,1.2966,25.1203,25.2650,
1992-09,0.7225,,0.5411,1.8465,,1.2225,5.5048,5.6203,7.7298,28.4757,122.5967,2.5029,,5.8116,2.8037,1.5988,788.7611,44.1591,5.3685,1.2780,25.2269,25.2088,
1992-10,0.7148,,0.5394,1.6529,,1.2453,5.5486,5.7278,7.7298,28.4767,121.1652,2.5044,,6.0562,2.8923,1.6081,786.7905,44.2758,5.6006,1.3176,25.2780,25.2533,
1992-11,0.6898,,0.5200,1.5268,,1.2674,5.6134,6.1166,7.7348,28.4737,123.8800,2.5227,,6.4714,2.9959,1.6338,787.0947,44.4044,6.2528,1.4291,25.4045,25.4616,
1992-12,0.6897,,0.5157,1.5510,,1.2725,5.8106,6.1206,7.7416,28.9786,124.0409,2.5710,,6.6804,3.0140,1.6397,791.7455,45.0463,6.8903,1.4219,25.4515,25.4875,
1993-01,0.6730,,0.5127,1.5325,,1.2779,5.7796,6.2319,7.7376,29.0432,124.9932,2.5985,,6.8721,3.0713,1.6527,794.8722,46.3071,7.2536,1.4774,25.4519,25.5234,
1993-02,0.6829,,0.5160,1.4395,,1.2602,5.7874,6.3019,7.7335,30.0421,120.7595,2.6295,,6.9779,3.1207,1.6463,799.2526,46.3507,7.5566,1.5178,25.8371,25.5076,
1993-03,0.7078,,0.5303,1.4617,,1.2471,5.7455,6.3242,7.7332,31.9391,117.0174,2.6051,,6.9989,3.1790,1.6446,796.4174,47.0685,7.7362,1.5206,26.0263,25.4252,
1993-04,0.7115,,0.5390,1.5447,,1.2621,5.7202,6.1339,7.7306,31.6095,112.4114,2.5777,,6.7738,3.1718,1.6228,798.6136,47.7115,7.4500,1.4599,25.9869,25.2514,
1993-05,0.6986,,0.5429,1.5477,,1.2698,5.7392,6.1751,7.7290,31.6125,110.3430,2.5661,,6.8027,3.1787,1.6136,803.1947,47.9650,7.3271,1.4504,25.9779,25.2342,
1993-06,0.6749,,0.5395,1.5082,,1.2789,5.7504,6.3380,7.7362,31.6682,107.4118,2.5696,,6.9986,3.2408,1.6175,805.9136,48.0733,7.4541,1.4769,26.2666,25.2138,
1993-07,0.6779,,0.5490,1.4955,,1.2820,5.7756,6.6531,7.7556,31.6000,107.6914,2.5672,,7.3179,3.3518,1.6206,809.5810,48.6430,7.9802,1.5147,26.6821,25.3312,
1993-08,0.6774,,0.5526,1.4914,,1.3080,5.7906,6.8976,7.7515,31.6123,103.7650,2.5514,,7.3579,3.3660,1.6100,811.9409,48.8056,8.0466,1.4966,26.9500,25.1910,
1993-09,0.6517,,0.5516,1.5248,,1.3215,5.8015,6.6336,7.7384,31.5776,105.5748,2.5475,,7.0829,3.4135,1.5972,811.8429,48.8538,8.0170,1.4182,26.9311,25.1956,
1993-10,0.6610,,0.5526,1.5023,,1.3263,5.8013,6.6379,7.7307,31.5050,107.0200,2.5478,,7.1755,3.3925,1.5735,813.4500,48.9538,8.0195,1.4432,26.8646,25.2693,
1993-11,0.6647,,0.5479,1.4808,,1.3174,5.8086,6.7667,7.7272,31.4335,107.8765,2.5548,3.1498,7.3882,3.3680,1.5950,809.7900,49.1873,8.2661,1.4969,26.8838,25.3823,
1993-12,0.6736,,0.5563,1.4913,,1.3308,5.8210,6.7042,7.7245,31.4400,109.9130,2.5737,3.1083,7.4211,3.3788,1.5975,812.5696,49.3222,8.3501,1.4634,26.7683,25.4596,
1994-01,0.6961,,0.5626,1.4923,,1.3173,8.7219,6.7697,7.7251,31.4400,111.4415,2.7160,3.1078,7.5064,3.4107,1.6037,813.5450,49.4595,8.1185,1.4716,26.4950,25.5431,
1994-02,0.7161,,0.5744,1.4792,,1.3424,8.7249,6.7668,7.7353,31.4489,106.3011,2.7624,3.1218,7.4885,3.4520,1.5873,812.2421,49.1129,7.9869,1.4565,26.4402,25.3817,
1994-03,0.7109,,0.5709,1.4919,,1.3644,8.7241,6.6296,7.7268,31.4147,105.0974,2.7171,3.3026,7.3419,3.4586,1.5819,810.6870,48.9308,7.9156,1.4292,26.4141,25.3248,
1994-04,0.7156,,0.5691,1.4823,,1.3830,8.7251,6.6642,7.7269,31.3914,103.4843,2.6887,3.3495,7.3680,3.5789,1.5628,811.7095,48.9251,7.8850,1.4383,26.3886,25.2675,
1994-05,0.7243,,0.5835,1.5042,,1.3808,8.6859,6.4857,7.7262,31.3754,103.7533,2.6169,3.3167,7.1789,3.6346,1.5464,809.7905,49.0667,7.7181,1.4125,26.7919,25.2121,
1994-06,0.7329,,0.5912,1.5262,,1.3836,8.6836,6.3786,7.7309,31.3845,102.5264,2.5942,3.3671,7.0686,3.6318,1.5310,809.8636,49.2323,7.7968,1.3727,27.0176,25.1368,
1994-07,0.7341,,0.6006,1.5467,,1.3826,8.6605,6.1581,7.7265,31.3764,98.4450,2.5948,3.4031,6.8560,3.6705,1.5137,808.3900,49.0100,7.7471,1.3239,26.6578,24.9770,
1994-08,0.7401,,0.6012,1.5422,,1.3783,8.6072,6.1845,7.7272,31.3727,99.9404,2.5633,3.3814,6.8644,3.5968,1.5045,806.8304,49.2413,7.7420,1.3184,26.4191,25.0213,
1994-09,0.7420,,0.6030,1.5661,,1.3540,8.5581,6.1038,7.7275,31.3723,98.7743,2.5575,3.4022,6.7961,3.5570,1.4885,803.6905,49.2600,7.5227,1.2892,26.2097,24.9683,
1994-10,0.7379,,0.6090,1.6064,,1.3503,8.5492,5.9479,7.7276,31.3726,98.3530,2.5589,3.4212,6.6166,3.5420,1.4761,801.9750,49.1120,7.2631,1.2648,26.1315,25.0010,
1994-11,0.7549,,0.6209,1.5892,,1.3647,8.5370,6.0268,7.7306,31.3940,98.0440,2.5604,3.4425,6.7297,3.5256,1.4682,799.4550,49.1628,7.3637,1.2956,26.1880,24.9915,
1994-12,0.7739,,0.6373,1.5587,,1.3893,8.5033,6.1614,7.7379,31.3894,100.1824,2.5626,3.9748,6.8561,3.5614,1.4657,794.8143,49.5314,7.5161,1.3289,26.3810,25.1088,
1995-01,0.7647,,0.6402,1.5746,0.8461,1.4132,8.4608,6.0311,7.7439,31.3736,99.7660,2.5556,5.6405,6.6968,3.5404,1.4532,793.0750,49.8700,7.4775,1.2863,26.2995,25.1330,0.1700
1995-02,0.7447,,0.6345,1.5720,0.8412,1.4005,8.4553,5.9302,7.7314,31.3795,98.2368,2.5526,5.6779,6.5974,3.5629,1.4541,793.1947,49.8953,7.3914,1.2715,26.3389,25.0195,0.1700
1995-03,0.7345,,0.6460,1.6002,0.8905,1.4077,8.4483,5.6281,7.7318,31.5865,90.5196,2.5464,6.7770,6.2730,3.6013,1.4216,781.8130,49.6270,7.2787,1.1709,26.1022,24.7604,0.1701
1995-04,0.7356,,0.6672,1.6073,0.9074,1.3762,8.4421,5.4391,7.7336,31.4073,83.6895,2.4787,6.2285,6.2050,3.6035,1.3986,770.6100,49.3705,7.3455,1.1384,25.4910,24.5723,0.1700
1995-05,0.7272,,0.6674,1.5874,0.8975,1.3609,8.3370,5.5194,7.7351,31.4179,85.1127,2.4684,5.9741,6.2980,3.6574,1.3947,764.4318,49.5582,7.3072,1.1693,25.5373,24.6627,0.1700
1995-06,0.7196,,0.6695,1.5948,0.9137,1.3775,8.3206,5.4604,7.7356,31.4037,84.6355,2.4396,6.2330,6.2387,3.6627,1.3953,763.8818,50.2100,7.2631,1.1588,25.7841,24.6718,0.1700
1995-07,0.7279,,0.6742,1.5952,0.9288,1.3612,8.3207,5.4073,7.7385,31.3853,87.3970,2.4500,6.1220,6.1710,3.6404,1.3984,760.0450,50.8985,7.1749,1.1556,26.2780,24.7545,0.1700
1995-08,0.7414,,0.6569,1.5668,0.9413,1.3552,8.3253,5.6060,7.7416,31.5923,94.7383,2.4813,6.2047,6.3438,3.6402,1.4116,767.4217,51.2265,7.2383,1.1962,27.2339,24.9604,0.1700
1995-09,0.7537,,0.6561,1.5590,0.9519,1.3509,8.3374,5.6587,7.7368,33.3098,100.5455,2.5124,6.3167,6.3943,3.6616,1.4331,772.0400,52.5465,7.1227,1.1868,27.4320,25.1288,0.1700
1995-10,0.7570,,0.6590,1.5779,0.9593,1.3458,8.3353,5.4912,7.7317,34.6564,100.8390,2.5324,6.7452,6.2397,3.6502,1.4231,767.1952,52.5386,6.8301,1.1453,26.9252,25.1152,0.1700
1995-11,0.7453,,0.6522,1.5625,0.9630,1.3534,8.3334,5.4923,7.7338,34.7100,101.9400,2.5389,7.6936,6.2536,3.6476,1.4128,769.7810,53.1986,6.6088,1.1437,27.2567,25.1662,0.1700
1995-12,0.7405,,0.6500,1.5405,0.9676,1.3693,8.3350,5.5791,7.7345,34.9663,101.8495,2.5399,7.6870,6.3579,3.6632,1.4148,771.3050,53.8075,6.6393,1.1631,27.3145,25.1640,0.2406
1996-01,0.7417,,0.6619,1.5288,0.9745,1.3669,8.3384,5.6618,7.7329,35.8117,105.7514,2.5563,7.4806,6.4275,3.6413,1.4211,787.1333,53.8738,6.7405,1.1818,27.4057,25.2981,0.2900
1996-02,0.7556,,0.6749,1.5360,0.9810,1.3752,8.3338,5.6749,7.7323,36.5945,105.7880,2.5487,7.5183,6.4103,3.7420,1.4115,780.1150,53.7160,6.8775,1.1967,27.4845,25.2495,0.2900
1996-03,0.7714,,0.6808,1.5271,0.9862,1.3656,8.3495,5.7074,7.7325,34.4852,105.9400,2.5417,7.5682,6.4277,3.9293,1.4095,781.3143,53.7476,6.7318,1.1959,27.4000,25.2505,0.2900
1996-04,0.7857,,0.6824,1.5160,0.9898,1.3592,8.3515,5.8050,7.7345,34.3195,107.1995,2.5113,7.4694,6.4901,4.2130,1.4085,780.4182,54.1632,6.7141,1.2180,27.1877,25.2900,0.3484
1996-05,0.7970,,0.6857,1.5152,0.9950,1.3693,8.3479,5.9160,7.7363,35.0250,106.3423,2.4936,7.4368,6.5748,4.3729,1.4074,780.8591,54.8677,6.7984,1.2539,27.3518,25.2891,0.4695
1996-06,0.7912,,0.6765,1.5416,1.0013,1.3658,8.3424,5.8941,7.7404,35.0995,108.9600,2.4967,7.5648,6.5376,4.3519,1.4090,798.4500,55.5285,6.6807,1.2579,27.6740,25.3540,0.4716
1996-07,0.7897,,0.6900,1.5530,1.0069,1.3697,8.3409,5.7948,7.7379,35.6673,109.1909,2.4915,7.6179,6.4465,4.3963,1.4160,813.0318,55.2932,6.6394,1.2320,27.5727,25.3550,0.4711
1996-08,0.7830,,0.6886,1.5499,1.0147,1.3722,8.3379,5.7327,7.7345,35.8000,107.8659,2.4933,7.5143,6.4153,4.5289,1.4124,817.5227,55.6027,6.6211,1.2029,27.4964,25.2891,0.4746
1996-09,0.7928,,0.6964,1.5593,1.0194,1.3694,8.3341,5.8057,7.7328,35.8700,109.9310,2.5009,7.5441,6.4613,4.5039,1.4086,822.4000,56.0500,6.6427,1.2343,27.5000,25.4070,0.4757
1996-10,0.7918,,0.7007,1.5863,1.0254,1.3508,8.3299,5.8576,7.7322,35.8036,112.4123,2.5074,7.7345,6.4810,4.5799,1.4124,828.2364,57.0155,6.6006,1.2586,27.5323,25.4741,0.4700
1996-11,0.7968,,0.7098,1.6623,1.0304,1.3381,8.3294,5.8053,7.7323,35.8392,112.2958,2.5234,7.9119,6.3554,4.6577,1.4025,830.5632,56.9874,6.6269,1.2752,27.5216,25.4589,0.4716
1996-12,0.7966,,0.7050,1.6639,1.0372,1.3622,8.3290,5.9428,7.7355,35.8815,113.9810,2.5251,7.8769,6.4716,4.6873,1.3999,841.9190,56.7295,6.8283,1.3290,27.5162,25.6000,0.4752
1997-01,0.7776,,0.7009,1.6585,1.0426,1.3494,8.3260,6.1199,7.7397,35.9037,117.9124,2.4900,7.8289,6.4589,4.6402,1.4061,854.0714,57.2776,7.0692,1.3913,27.4767,25.7257,0.4767
1997-02,0.7677,,0.6908,1.6256,1.0488,1.3556,8.3227,6.3867,7.7474,35.8905,122.9621,2.4866,7.8023,6.6323,4.4557,1.4193,868.3947,57.7721,7.4069,1.4541,27.5542,25.9568,0.4745
1997-03,0.7875,,0.6979,1.6096,1.0570,1.3725,8.3258,6.4628,7.7460,35.8848,122.7738,2.4773,7.9562,6.7915,4.4319,1.4378,882.6190,57.8729,7.6502,1.4634,27.5510,25.9586,0.4785
1997-04,0.7787,,0.6922,1.6293,1.0610,1.3942,8.3257,6.5226,7.7483,35.8281,125.6377,2.5028,7.9059,6.9932,4.4417,1.4417,895.5682,58.8255,7.6942,1.4618,27.6286,26.0641,0.4795
1997-05,0.7751,,0.6910,1.6322,1.0680,1.3804,8.3229,6.4926,7.7431,35.8248,119.1924,2.5070,7.9037,7.0797,4.4668,1.4368,894.6667,58.8619,7.6856,1.4331,27.7910,25.7505,0.4837
1997-06,0.7542,,0.6871,1.6449,1.0746,1.3843,8.3224,6.5804,7.7445,35.8202,114.2857,2.5167,7.9498,7.2240,4.5005,1.4271,891.4048,58.5310,7.7506,1.4424,27.9029,24.5343,0.4858
1997-07,0.7420,,0.6610,1.6694,1.0805,1.3775,8.3162,6.8317,7.7454,35.7474,115.3759,2.5815,7.8679,7.4545,4.5611,1.4521,893.0909,58.7323,7.8188,1.4824,28.0323,30.2741,0.4926
1997-08,0.7404,,0.6421,1.6035,1.0879,1.3905,8.3187,7.0109,7.7436,36.0085,117.9295,2.7589,7.7818,7.6224,4.6856,1.4977,898.7095,59.1886,7.9886,1.5128,28.8238,32.3986,0.4959
1997-09,0.7231,,0.6360,1.6013,1.0935,1.3872,8.3171,6.8001,7.7440,36.4756,120.8900,3.0254,7.7809,7.3008,4.6890,1.5164,912.5048,59.7129,7.6887,1.4702,28.7314,35.2557,0.4969
1997-10,0.7197,,0.6356,1.6330,1.0999,1.3869,8.3135,6.6922,7.7373,36.3020,121.0605,3.2972,7.8708,7.0807,4.7145,1.5597,929.4182,59.7232,7.5765,1.4516,29.6964,37.5432,0.4987
1997-11,0.6953,,0.6242,1.6889,1.1072,1.4128,8.3109,6.5937,7.7314,37.2889,125.3817,3.3791,8.2716,7.0588,4.8394,1.5820,1035.2235,60.1322,7.5595,1.4069,31.7944,39.0917,0.5002
1997-12,0.6619,,0.5914,1.6597,1.1136,1.4271,8.3099,6.7752,7.7456,39.4000,129.7341,3.7907,8.1271,7.2630,4.8706,1.6518,1496.9000,61.5914,7.7977,1.4393,32.5023,44.3091,0.5030
1998-01,0.6566,,0.5793,1.6350,1.1199,1.4409,8.3094,6.9190,7.7425,39.3910,129.5475,4.4093,8.2272,7.5007,4.9417,1.7477,1707.3000,62.2805,8.0193,1.4748,34.1170,52.9825,0.5077
1998-02,0.6744,,0.5829,1.6408,1.1273,1.4334,8.3072,6.9089,7.7412,39.0079,125.8516,3.8148,8.5021,7.5530,4.9337,1.6509,1628.4211,62.3632,8.0723,1.4631,32.9484,45.9868,0.5154
1998-03,0.6696,,0.5726,1.6619,1.1334,1.4166,8.3076,6.9661,7.7458,39.5686,129.0823,3.7456,8.5681,7.5833,4.9746,1.6188,1489.3571,62.0834,7.9677,1.4901,32.5236,41.3659,0.5217
1998-04,0.6523,,0.5534,1.6723,1.1409,1.4298,8.3058,6.9174,7.7497,39.7029,131.7536,3.7376,8.5017,7.5315,5.0459,1.6007,1391.5455,62.9032,7.8238,1.5051,33.0155,39.6536,0.5313
1998-05,0.6312,,0.5388,1.6382,1.1475,1.4452,8.3084,6.7662,7.7490,40.4687,134.8960,3.8204,8.5848,7.4539,5.0927,1.6374,1399.0500,64.2605,7.7026,1.4790,33.4655,39.1980,0.5373
1998-06,0.6046,,0.5123,1.6504,1.1543,1.4655,8.3100,6.8294,7.7471,42.3668,140.3305,4.0006,8.9200,7.5785,5.3910,1.6941,1397.7727,65.1495,7.9174,1.4949,34.5527,42.3318,0.5438
1998-07,0.6180,,0.5185,1.6437,1.1614,1.4869,8.3100,6.8499,7.7483,42.6118,140.7874,4.1591,8.8990,7.6246,6.2285,1.7085,1295.7609,65.9084,7.9942,1.5136,34.3874,41.2996,0.5585
1998-08,0.5888,,0.5011,1.6342,1.1717,1.5346,8.3100,6.8067,7.7494,42.8429,144.6800,4.2036,9.3712,7.7248,6.3198,1.7571,1314.2857,66.6424,8.1282,1.4933,34.7305,41.7200,0.5719
1998-09,0.5889,,0.5044,1.6823,1.1805,1.5218,8.3055,6.4717,7.7480,42.5790,134.4805,3.8050,10.2192,7.5564,6.0966,1.7226,1375.5381,66.2600,7.8816,1.4000,34.6462,40.4024,0.5838
1998-10,0.6179,,0.5213,1.6944,1.1889,1.5452,8.2778,6.2294,7.7483,42.3943,121.0486,3.8000,10.1594,7.4294,5.7991,1.6378,1344.1429,66.3452,7.8395,1.3373,33.1214,38.1181,0.5707
1998-11,0.6349,,0.5340,1.6611,1.1932,1.5404,8.2778,6.3960,7.7432,42.4284,120.2895,3.8000,9.9685,7.4562,5.6511,1.6378,1294.0105,67.5784,8.0140,1.3852,32.6026,36.5268,0.5697
1998-12,0.6182,,0.5223,1.6708,1.2052,1.5433,8.2780,6.3531,7.7471,42.5909,117.0709,3.8014,9.9067,7.6050,5.9030,1.6515,1213.2182,68.1173,8.0716,1.3604,32.3373,36.2759,0.5659
1999-01,0.6320,1.1591,0.5388,1.6498,1.5120,1.5194,8.2789,6.4194,7.7486,42.5453,113.2900,3.8000,10.1279,7.4532,5.9931,1.6791,1175.1053,68.6295,7.8188,1.3856,32.3000,36.6216,0.5698
1999-02,0.6399,1.1203,0.5435,1.6276,1.9261,1.4977,8.2781,6.6379,7.7490,42.5316,116.6684,3.8000,10.0057,7.7240,6.1146,1.7004,1188.8368,69.0695,7.9532,1.4272,32.5642,37.1368,0.5773
1999-03,0.6308,1.0886,0.5323,1.6213,1.9057,1.5176,8.2792,6.8287,7.7493,42.5161,119.4730,3.8000,9.7324,7.8151,6.2136,1.7292,1229.7217,69.5696,8.2144,1.4660,33.1654,37.5565,0.5801
1999-04,0.6420,1.0701,0.5427,1.6089,1.7025,1.4881,8.2792,6.9475,7.7495,42.7968,119.7723,3.8000,9.4304,7.7750,6.1186,1.7134,1209.9636,69.5877,8.3293,1.4971,32.9650,37.6311,0.5878
1999-05,0.6628,1.0630,0.5530,1.6154,1.6853,1.4611,8.2785,6.9925,7.7531,42.8590,121.9995,3.8000,9.3955,7.7496,6.1809,1.7122,1197.9200,70.5810,8.4432,1.5078,32.7905,37.0510,0.5965
1999-06,0.6563,1.0377,0.5325,1.5950,1.7669,1.4695,8.2780,7.1643,7.7575,43.2127,120.7245,3.8000,9.5146,7.8749,6.0880,1.7107,1168.9136,71.2114,8.5065,1.5374,32.5250,36.9255,0.6033
1999-07,0.6562,1.0370,0.5261,1.5751,1.8023,1.4890,8.2776,7.1792,7.7603,43.3567,119.3305,3.8000,9.3699,7.9029,6.1182,1.6958,1189.0952,71.9124,8.4431,1.5474,32.3376,37.1429,0.6112
1999-08,0.6446,1.0605,0.5259,1.6058,1.8859,1.4932,8.2772,7.0144,7.7638,43.5032,113.2268,3.8000,9.3979,7.8036,6.1302,1.6787,1198.3091,71.8676,8.2589,1.5093,32.0764,38.0604,0.6160
1999-09,0.6495,1.0497,0.5230,1.6247,1.8987,1.4771,8.2774,7.0828,7.7665,43.5981,106.8752,3.8000,9.3413,7.8361,6.0563,1.6965,1201.0000,71.9419,8.2264,1.5262,31.8481,40.0598,0.6254
1999-10,0.6509,1.0706,0.5142,1.6572,1.9688,1.4776,8.2775,6.9450,7.7696,43.5528,105.9650,3.8000,9.5752,7.7402,6.1029,1.6757,1205.2850,71.7470,8.1492,1.4896,31.8275,39.4155,0.6307
1999-11,0.6388,1.0328,0.5122,1.6205,1.9314,1.4674,8.2782,7.2019,7.7718,43.4580,104.6485,3.8000,9.4161,7.9367,6.1424,1.6699,1176.9750,72.0400,8.3586,1.5543,31.7943,38.7485,0.6348
1999-12,0.6410,1.0110,0.5087,1.6132,1.8442,1.4722,8.2794,7.3597,7.7728,43.5239,102.5843,3.8000,9.4271,8.0113,6.1503,1.6745,1136.8043,72.0178,8.4910,1.5841,31.6248,38.2270,0.6443
2000-01,0.6560,1.0131,0.5127,1.6404,1.8057,1.4486,8.2792,7.3492,7.7791,43.5895,105.2960,3.8000,9.4935,8.0241,6.1309,1.6757,1130.9900,73.1400,8.4918,1.5903,30.8895,37.3800,0.6528
2000-02,0.6278,0.9834,0.4903,1.6000,1.7765,1.4512,8.2781,7.5725,7.7816,43.6540,109.3885,3.8000,9.4265,8.2374,6.3209,1.7028,1129.7455,73.5520,8.6480,1.6348,30.8058,37.7585,0.6594
2000-03,0.6094,0.9643,0.4902,1.5799,1.7424,1.4608,8.2786,7.7228,7.7848,43.6383,106.3074,3.8000,9.2886,8.4100,6.4675,1.7153,1116.3904,73.8096,8.6971,1.6636,30.7198,37.9226,0.6668
2000-04,0.5960,0.9449,0.4960,1.5823,1.7696,1.4689,8.2793,7.8872,7.7880,43.6847,105.6270,3.8000,9.3937,8.6272,6.6480,1.7096,1110.3200,74.1225,8.7486,1.6657,30.5203,37.9928,0.6727
2000-05,0.5784,0.9059,0.4708,1.5090,1.8278,1.4957,8.2781,8.2329,7.7907,44.0759,108.3205,3.8000,9.5059,9.0533,7.0238,1.7286,1119.4864,74.8668,9.0925,1.7190,30.7718,38.9514,0.6800
